IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
152.70.123.60,443,443,true,SJC,North America,San Jose,241,4.82
129.151.148.35,443,443,true,DXB,Middle East,Dubai,259,4.78
158.178.206.197,8443,443,true,CDG,Europe,Paris,219,4.70
141.144.232.159,443,443,true,FRA,Europe,Frankfurt,187,4.70
152.67.231.219,443,443,true,SJC,North America,San Jose,434,4.68
152.70.88.98,443,443,true,ICN,Asia Pacific,Seoul,264,4.67
84.235.169.234,443,443,true,AMS,Europe,Amsterdam,341,4.66
130.162.170.8,443,443,true,FRA,Europe,Frankfurt,449,4.65
89.168.68.57,8443,443,true,FRA,Europe,Frankfurt,552,4.64
152.70.57.182,443,443,true,AMS,Europe,Amsterdam,402,4.63
141.148.229.106,443,443,true,AMS,Europe,Amsterdam,270,4.61
141.147.85.167,8443,443,true,LHR,Europe,London,270,4.52
129.146.168.102,443,443,true,LAX,North America,Los Angeles,244,4.50
143.47.243.144,8443,443,true,LHR,Europe,London,268,4.49
158.101.175.51,443,443,true,FRA,Europe,Frankfurt,324,4.48
158.101.215.45,8443,443,true,AMS,Europe,Amsterdam,315,4.46
141.148.242.113,8443,443,true,AMS,Europe,Amsterdam,263,4.43
143.47.242.195,443,443,true,LHR,Europe,London,229,4.41
146.235.219.98,443,443,true,SJC,North America,San Jose,238,4.41
152.70.69.199,443,443,true,BOM,Asia Pacific,Mumbai,340,4.41
138.2.237.246,443,443,true,SJC,North America,San Jose,342,4.40
155.248.196.123,443,443,true,YVR,North America,Vancouver,237,4.34
152.67.78.184,443,443,true,ZRH,Europe,Zurich,158,4.32
129.146.242.24,2053,443,true,LAX,North America,Los Angeles,270,4.32
132.226.31.178,443,443,true,LAX,North America,Los Angeles,239,4.32
152.70.59.90,8443,443,true,AMS,Europe,Amsterdam,327,4.26
129.153.119.97,443,443,true,LAX,North America,Los Angeles,432,4.26
217.142.136.242,2053,443,true,ICN,Asia Pacific,Seoul,273,4.24
193.122.1.0,8443,443,true,FRA,Europe,Frankfurt,332,4.24
158.101.175.51,443,443,true,FRA,Europe,Frankfurt,349,4.20
129.153.126.67,443,443,true,LAX,North America,Los Angeles,450,4.18
152.67.65.201,443,443,true,ZRH,Europe,Zurich,162,4.11
158.179.203.23,443,443,true,FRA,Europe,Frankfurt,268,4.03
129.146.7.98,443,443,true,LAX,North America,Los Angeles,312,3.94
130.162.187.241,443,443,true,FRA,Europe,Frankfurt,290,3.93
64.110.101.31,443,443,true,KIX,Asia Pacific,Osaka,141,3.91
129.159.130.38,443,443,true,TLV,Middle East,Tel Aviv,266,3.85
140.238.158.238,443,443,true,YYZ,North America,Toronto,394,3.82
158.179.207.182,8443,443,true,ARN,Europe,Stockholm,370,3.69
129.151.198.3,2053,443,true,ARN,Europe,Stockholm,286,3.55
129.146.220.190,443,443,true,LAX,North America,Los Angeles,185,3.48
130.162.184.173,443,443,true,LHR,Europe,London,295,3.47
150.230.20.156,2053,443,true,AMS,Europe,Amsterdam,392,3.40
129.146.254.39,443,443,true,LAX,North America,Los Angeles,319,3.38
129.213.136.180,443,443,true,IAD,North America,Ashburn,410,3.36
207.127.94.174,443,443,true,AMS,Europe,Amsterdam,303,3.34
158.180.49.11,8443,443,true,FRA,Europe,Frankfurt,390,3.11
144.21.51.51,8443,443,true,LHR,Europe,London,313,3.10
141.144.198.113,2053,443,true,AMS,Europe,Amsterdam,302,3.07
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,298,3.06
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,264,3.05
144.22.252.124,443,443,true,GRU,South America,São Paulo,357,2.87
141.145.199.188,443,443,true,CDG,Europe,Paris,230,2.86
129.159.132.0,8443,443,true,TLV,Middle East,Tel Aviv,244,2.82
146.235.59.153,8443,443,true,GRU,South America,São Paulo,401,2.80
158.178.156.56,2053,443,true,AMS,Europe,Amsterdam,226,2.76
158.179.207.182,2053,443,true,ARN,Europe,Stockholm,388,2.63
129.80.116.250,443,443,true,IAD,North America,Ashburn,345,2.56
134.65.59.100,443,443,true,LHR,Europe,London,212,2.56
146.235.211.70,2083,443,true,SJC,North America,San Jose,175,2.51
168.138.141.235,2053,443,true,GRU,South America,São Paulo,416,2.47
129.153.39.213,2053,443,true,IAD,North America,Ashburn,333,2.39
152.67.44.30,443,443,true,GRU,South America,São Paulo,365,2.22
144.21.51.51,2053,443,true,LHR,Europe,London,281,1.98
155.248.202.141,443,443,true,SJC,North America,San Jose,260,1.93
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,347,1.90
158.178.156.56,443,443,true,AMS,Europe,Amsterdam,245,1.88
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,420,1.87
129.159.83.88,8443,443,true,IAD,North America,Ashburn,338,1.86
146.235.211.70,2082,443,true,SJC,North America,San Jose,377,1.80
129.159.132.0,2053,443,true,TLV,Middle East,Tel Aviv,266,1.70
165.1.123.204,443,443,true,SCL,South America,Santiago,352,1.63
141.144.198.113,8443,443,true,AMS,Europe,Amsterdam,265,1.47
158.180.49.11,2053,443,true,FRA,Europe,Frankfurt,300,1.39
150.230.20.156,8443,443,true,AMS,Europe,Amsterdam,360,1.38
129.153.39.213,8443,443,true,IAD,North America,Ashburn,528,1.33
89.168.40.250,443,443,true,CDG,Europe,Paris,766,0.80
129.159.84.71,443,443,true,IAD,North America,Ashburn,386,0.60
141.147.61.116,2053,443,true,FRA,Europe,Frankfurt,415,0.41
132.226.163.224,8443,443,true,GRU,South America,São Paulo,507,0.39
141.147.61.116,8443,443,true,FRA,Europe,Frankfurt,269,0.37
158.178.196.15,2053,443,true,CDG,Europe,Paris,218,0.32
146.235.59.153,2053,443,true,GRU,South America,São Paulo,357,0.22
158.178.206.197,2053,443,true,CDG,Europe,Paris,225,0.03
150.230.62.27,443,80,false,KIX,Asia Pacific,Osaka,80,0.00
168.138.47.238,8443,80,false,KIX,Asia Pacific,Osaka,83,0.00
158.179.164.17,2052,2052,false,ICN,Asia Pacific,Seoul,89,0.00
152.67.222.250,80,80,false,ICN,Asia Pacific,Seoul,102,0.00
140.83.86.166,443,443,true,KIX,Asia Pacific,Osaka,102,0.00
193.123.233.143,2083,80,false,ICN,Asia Pacific,Seoul,102,0.00
193.122.114.161,2052,2086,false,ICN,Asia Pacific,Seoul,111,0.00
193.122.125.14,8880,8880,false,ICN,Asia Pacific,Seoul,120,0.00
146.56.133.140,2096,80,false,ICN,Asia Pacific,Seoul,122,0.00
130.162.128.34,2052,80,false,ICN,Asia Pacific,Seoul,123,0.00
217.142.136.242,8880,80,false,ICN,Asia Pacific,Seoul,129,0.00
140.238.19.2,443,80,false,ICN,Asia Pacific,Seoul,129,0.00
140.83.57.116,8443,80,false,KIX,Asia Pacific,Osaka,133,0.00
140.238.1.157,2052,2052,false,ICN,Asia Pacific,Seoul,137,0.00
217.142.136.242,2052,80,false,ICN,Asia Pacific,Seoul,141,0.00
146.56.133.140,2083,80,false,ICN,Asia Pacific,Seoul,151,0.00
146.56.162.25,80,80,false,ICN,Asia Pacific,Seoul,156,0.00
140.238.29.117,443,80,false,ICN,Asia Pacific,Seoul,165,0.00
193.123.233.143,2096,80,false,ICN,Asia Pacific,Seoul,170,0.00
130.162.61.18,80,80,false,FRA,Europe,Frankfurt,174,0.00
146.56.161.229,443,443,true,ICN,Asia Pacific,Seoul,176,0.00
143.47.179.237,80,80,false,AMS,Europe,Amsterdam,179,0.00
168.138.185.234,443,443,true,SIN,Asia Pacific,Singapore,189,0.00
144.24.76.213,2052,2052,false,ICN,Asia Pacific,Seoul,190,0.00
165.1.76.23,80,80,false,SJC,North America,San Jose,191,0.00
89.168.122.44,80,80,false,FRA,Europe,Frankfurt,193,0.00
193.122.114.161,2052,2086,false,ICN,Asia Pacific,Seoul,196,0.00
217.142.136.242,2086,2086,false,ICN,Asia Pacific,Seoul,217,0.00
146.235.204.107,80,80,false,SJC,North America,San Jose,228,0.00
141.148.137.163,80,80,false,LAX,North America,Los Angeles,228,0.00
144.24.83.39,443,443,true,ICN,Asia Pacific,Seoul,250,0.00
152.70.248.96,443,443,true,ICN,Asia Pacific,Seoul,252,0.00
152.70.112.158,443,443,true,SJC,North America,San Jose,304,0.00
129.146.240.62,443,443,true,LAX,North America,Los Angeles,311,0.00
165.1.126.2,8080,80,false,SCL,South America,Santiago,357,0.00
150.136.121.64,80,443,true,IAD,North America,Ashburn,406,0.00
129.154.50.220,443,443,true,ICN,Asia Pacific,Seoul,409,0.00
140.238.33.161,443,443,true,NRT,Asia Pacific,Tokyo,476,0.00
150.136.61.148,443,443,true,IAD,North America,Ashburn,522,0.00
